,Unnamed: 0,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,Week,Source
7627,12527,28,29.0,Leave Me Alone,Flipp Dinero,15.0,4287340,-0.7%,https://www.youtube.com/watch?v=9L-pHRITk0g,2019-03-07,YouTube
7628,12528,29,23.0,bury a friend,Billie Eilish,6.0,4256151,-6.7%,https://www.youtube.com/watch?v=HUHC9tYz8ik,2019-03-07,YouTube
7629,12529,30,32.0,Wake Up In The Sky,"Gucci Mane, Bruno Mars & Kodak Black",24.0,4135307,-1.9%,https://www.youtube.com/watch?v=U68MJz9DrI4,2019-03-07,YouTube
7630,12530,31,33.0,Eastside,"Benny Blanco, Halsey & Khalid",31.0,4106167,-1.1%,https://www.youtube.com/watch?v=56WBK4ZK_cw,2019-03-07,YouTube
7632,12532,33,56.0,Look Back At It,A Boogie Wit da Hoodie,10.0,4086003,26%,https://www.youtube.com/watch?v=RWDXD8tAkPo,2019-03-07,YouTube
7633,12533,34,24.0,Put a Date On It (feat. Lil Baby),Yo Gotti,6.0,4078551,-9.6%,https://www.youtube.com/watch?v=1PnHB4sLqew,2019-03-07,YouTube
7634,12534,35,35.0,Taste (feat. Offset),Tyga,40.0,4064464,-1.2%,https://www.youtube.com/watch?v=LjxulQ1bEWg,2019-03-07,YouTube
7636,12536,37,22.0,Con Calma,Daddy Yankee & Snow,6.0,3975489,-14.3%,https://www.youtube.com/watch?v=DiItGE3eAyQ,2019-03-07,YouTube
7637,12537,38,42.0,Sweet but Psycho,Ava Max,10.0,3868244,1.7%,https://www.youtube.com/watch?v=WXBHCQYxwr0,2019-03-07,YouTube
7638,12538,39,27.0,Slime Belief,YoungBoy Never Broke Again,4.0,3824121,-13.7%,https://www.youtube.com/watch?v=U4V47G4Ygg8,2019-03-07,YouTube
7639,12539,40,36.0,Valuable Pain,YoungBoy Never Broke Again,13.0,3787297,-7.5%,https://www.youtube.com/watch?v=jWu_GqHxmWQ,2019-03-07,YouTube
7640,12540,41,26.0,Faucet Failure,Ski Mask the Slump God,10.0,3610705,-19.4%,https://www.youtube.com/watch?v=tbhxSeaiMiU,2019-03-07,YouTube
7641,12541,42,41.0,Mo Bamba,Sheck Wes,25.0,3577015,-7.8%,https://www.youtube.com/watch?v=VWoIpDVkOH0,2019-03-07,YouTube
7642,12542,43,30.0,"thank u, next",Ariana Grande,18.0,3562605,-15.8%,https://www.youtube.com/watch?v=gl1aHhXnN1k,2019-03-07,YouTube
7643,12543,44,46.0,Mía (feat. Drake),Bad Bunny,21.0,3541712,-2.3%,https://www.youtube.com/watch?v=OSUxrSe5GbI,2019-03-07,YouTube
7644,12544,45,54.0,Act Up,City Girls,3.0,3514739,5.9%,https://www.youtube.com/watch?v=F_VsAvS1kuo,2019-03-07,YouTube
7645,12545,46,45.0,MOONLIGHT,XXXTENTACION,43.0,3463785,-4.9%,https://www.youtube.com/watch?v=GX8Hg6kWQYI,2019-03-07,YouTube
7646,12546,47,50.0,Trip,Ella Mai,30.0,3455742,-1.9%,https://www.youtube.com/watch?v=W16bk86xIY0,2019-03-07,YouTube
7647,12547,48,47.0,Secreto,Anuel AA & Karol G,8.0,3447386,-3.5%,https://www.youtube.com/watch?v=gFZfwWZV074,2019-03-07,YouTube
7648,12548,49,48.0,Lucid Dreams,Juice WRLD,46.0,3441605,-3.5%,https://www.youtube.com/watch?v=mzB1VGEGcSU,2019-03-07,YouTube
7650,12550,51,44.0,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,11.0,3368857,-10.8%,https://www.youtube.com/watch?v=v-rxFHRTrJc,2019-03-07,YouTube
7653,12553,54,31.0,Mama Cry,YNW Melly,3.0,3232180,-23.4%,https://www.youtube.com/watch?v=NGbUsgG_48k,2019-03-07,YouTube
7654,12554,55,52.0,Calma (Remix),"Pedro Capó, Alan Walker & Farruko",10.0,3219263,-3.9%,https://www.youtube.com/watch?v=YS2RmyES-GU,2019-03-07,YouTube
7655,12555,56,76.0,Ella Quiere Beber (Remix) (feat. Romeo Santos),Anuel AA,16.0,3155461,33.3%,https://www.youtube.com/watch?v=0w3XwPVxcsw,2019-03-07,YouTube
7656,12556,57,38.0,Every Season,Roddy Ricch,14.0,3145378,-21.6%,https://www.youtube.com/watch?v=jd-VdQNRUHs,2019-03-07,YouTube
7659,12559,60,28.0,Red Room,Offset,3.0,2928406,-33.5%,https://www.youtube.com/watch?v=CWh-TmG_h7g,2019-03-07,YouTube
7660,12560,61,62.0,Shotta Flow,NLE Choppa,7.0,2899226,3.4%,https://www.youtube.com/watch?v=3W0e7aI0gAg,2019-03-07,YouTube
7661,12561,62,19.0,Be Like Me (feat. Lil Wayne),Lil Pump,2.0,2849075,-43.5%,https://www.youtube.com/watch?v=gJRGkvNqrY4,2019-03-07,YouTube
7662,12562,63,57.0,Calling My Spirit,Kodak Black,14.0,2779645,-8.9%,https://www.youtube.com/watch?v=ppSY98RGyBU,2019-03-07,YouTube
7663,12563,64,59.0,You,Jacquees,15.0,2768562,-7.3%,https://www.youtube.com/watch?v=-PLCJqiKbjw,2019-03-07,YouTube
7664,12564,65,95.0,Bestie (feat. Kodak Black),Bhad Bhabie,2.0,2721814,43.2%,https://www.youtube.com/watch?v=8r6sJg-XrCY,2019-03-07,YouTube
7665,12565,66,70.0,Saturday Nights REMIX (feat. Kane Brown),Khalid,3.0,2677720,8.2%,https://www.youtube.com/watch?v=5hqK-A0UxKw,2019-03-07,YouTube
7666,12566,67,55.0,Twerk (feat. Cardi B),City Girls,7.0,2676694,-18.3%,https://www.youtube.com/watch?v=QryoOF5jEbc,2019-03-07,YouTube
7669,12569,70,65.0,Nunca Es Suficiente (feat. Natalia Lafourcade),Los Ángeles Azules,12.0,2654550,1.6%,https://www.youtube.com/watch?v=k76BgIb89-s,2019-03-07,YouTube
7671,12571,72,43.0,Pure Water,Mustard & Migos,5.0,2485690,-34.2%,https://www.youtube.com/watch?v=9hJ8lLNWrM4,2019-03-07,YouTube
7672,12572,73,69.0,That's On Me (Remix),Yella Beezy,18.0,2459295,-0.9%,https://www.youtube.com/watch?v=s8QSTerhk8E,2019-03-07,YouTube
7673,12573,74,64.0,Shotta Flow 2,NLE Choppa,3.0,2432349,-9.6%,https://www.youtube.com/watch?v=_Pnam7Fg5jQ,2019-03-07,YouTube
7674,12574,75,71.0,Shot Clock,Ella Mai,7.0,2398092,-1.8%,https://www.youtube.com/watch?v=T4kAYIC5Xzo,2019-03-07,YouTube
7675,12575,76,34.0,Thotiana (Remix),Young M.A,2.0,2390456,-42.4%,https://www.youtube.com/watch?v=VD88Eo9w-Eg,2019-03-07,YouTube
7676,12576,77,68.0,I Came Thru,YoungBoy Never Broke Again,11.0,2389217,-6.4%,https://www.youtube.com/watch?v=ElPBcBgGtnU,2019-03-07,YouTube
7677,12577,78,51.0,Aullando,Wisin & Yandel & Romeo Santos,2.0,2377216,-29.8%,https://www.youtube.com/watch?v=-n9krkSb-ug,2019-03-07,YouTube
7678,12578,79,72.0,No Te Contaron Mal,Christian Nodal,4.0,2359841,-3.1%,https://www.youtube.com/watch?v=CnuoXtaX8q0,2019-03-07,YouTube
7680,12580,81,63.0,11 Minutes (feat. Travis Barker),YUNGBLUD & --,2.0,2242658,-17.1%,https://www.youtube.com/watch?v=2m6nGyM8kTs,2019-03-07,YouTube
7681,12581,82,61.0,Armed And Dangerous,Juice WRLD,17.0,2233516,-23.5%,https://www.youtube.com/watch?v=cr82wSBZeeQ,2019-03-07,YouTube
7682,12582,83,67.0,Pure Cocaine,Lil Baby,14.0,2195000,-14.6%,https://www.youtube.com/watch?v=sFIXA0zALWU,2019-03-07,YouTube
7683,12583,84,81.0,when the party's over,Billie Eilish,19.0,2154440,3%,https://www.youtube.com/watch?v=pbMwTqkKSps,2019-03-07,YouTube
7684,12584,85,73.0,Bleed It,Blueface,8.0,2142034,-11.7%,https://www.youtube.com/watch?v=C934VEPOD5Y,2019-03-07,YouTube
7686,12586,87,82.0,Cross Me (feat. Lil Baby & Plies),YoungBoy Never Broke Again,9.0,2047435,-2.1%,https://www.youtube.com/watch?v=R9AbSCpbKxA,2019-03-07,YouTube
7687,12587,88,88.0,Good Form (feat. Lil Wayne),Nicki Minaj,14.0,2035457,2%,https://www.youtube.com/watch?v=M8GX0cZ-xtw,2019-03-07,YouTube
7688,12588,89,90.0,She Got the Best of Me,Luke Combs,16.0,2021510,1.5%,https://www.youtube.com/watch?v=a2a9fgPI_PI,2019-03-07,YouTube
7689,12589,90,74.0,Gangsta Fever,YoungBoy Never Broke Again,4.0,2017761,-16.2%,https://www.youtube.com/watch?v=5yzHO1Kc_n8,2019-03-07,YouTube
7690,12590,91,94.0,Be Alright,Dean Lewis,6.0,1999959,4.4%,https://www.youtube.com/watch?v=I0czvJ_jikg,2019-03-07,YouTube
7691,12591,92,79.0,Roses (feat. Brendon Urie),Benny Blanco & Juice WRLD,12.0,1985589,-9.4%,https://www.youtube.com/watch?v=S_1MXllHWMQ,2019-03-07,YouTube
7692,12592,93,83.0,Speechless,Dan + Shay,20.0,1937804,-5.9%,https://www.youtube.com/watch?v=7UoP9ABJXGE,2019-03-07,YouTube
7693,12593,94,92.0,Errybody  (Remix),MO3 & Boosie Badazz,5.0,1934091,-0.3%,https://www.youtube.com/watch?v=9_O6gPcRsEs,2019-03-07,YouTube
7694,12594,95,84.0,A Través Del Vaso,Banda Los Sebastianes,12.0,1928332,-4.7%,https://www.youtube.com/watch?v=0E7KbIy0cIA,2019-03-07,YouTube
7697,12597,98,86.0,Sigo Chambeando,Fuerza Regida,6.0,1878637,-6.6%,https://www.youtube.com/watch?v=C-uICquhs04,2019-03-07,YouTube
7699,12599,100,93.0,POP OUT (feat. Lil Tjay),Polo G,6.0,1836529,-4.6%,https://www.youtube.com/watch?v=g-uW3I_AtDE,2019-03-07,YouTube
7700,12400,1,1.0,Please Me,Cardi B & Bruno Mars,4.0,15232350,-37.1%,https://www.youtube.com/watch?v=3y-O-4IL-PU,2019-03-14,YouTube
7701,12401,2,4.0,Murder On My Mind,YNW Melly,30.0,12802779,-3.2%,https://www.youtube.com/watch?v=hqDinxaPUK4,2019-03-14,YouTube
7702,12402,3,3.0,Thotiana (feat. Cardi B),Blueface,11.0,12562969,-15%,https://www.youtube.com/watch?v=V6EpIABAKKo,2019-03-14,YouTube
7703,12403,4,5.0,Sunflower,Post Malone & Swae Lee,21.0,11877970,-3.2%,https://www.youtube.com/watch?v=ApXoWvfEYVU,2019-03-14,YouTube
7704,12404,5,7.0,7 rings,Ariana Grande,8.0,9184246,-6.5%,https://www.youtube.com/watch?v=QYh6mYIJG2Y,2019-03-14,YouTube
7705,12405,6,9.0,MIDDLE CHILD,J. Cole,7.0,8541186,-7.2%,https://www.youtube.com/watch?v=e8CLsYzE5wk,2019-03-14,YouTube
7706,12406,7,34.0,Put a Date On It (feat. Lil Baby),Yo Gotti,7.0,8383388,105.5%,https://www.youtube.com/watch?v=1PnHB4sLqew,2019-03-14,YouTube
7707,12407,8,6.0,a lot (feat. J. Cole),21 Savage,12.0,7977278,-25.2%,https://www.youtube.com/watch?v=DmWWqogr_r8,2019-03-14,YouTube
7708,12408,9,10.0,Without Me,Halsey,23.0,7338436,-6.5%,https://www.youtube.com/watch?v=ZAfAud_M_mg,2019-03-14,YouTube
7709,12409,10,12.0,Happier (feat. Bastille),Marshmello,26.0,6970395,2.7%,https://www.youtube.com/watch?v=m7Bc3pLyij0,2019-03-14,YouTube
7710,12410,11,11.0,Girls Like You (feat. Cardi B),Maroon 5,42.0,6803356,-1.1%,https://www.youtube.com/watch?v=aJOTlE1K90k,2019-03-14,YouTube
7711,12411,12,14.0,"break up with your girlfriend, i'm bored",Ariana Grande,5.0,6205005,-4.2%,https://www.youtube.com/watch?v=LH4Y1ZUUx2g,2019-03-14,YouTube
7712,12412,13,8.0,Shallow,Lady Gaga & Bradley Cooper,24.0,5977426,-37.8%,https://www.youtube.com/watch?v=bo_efYhYU2A,2019-03-14,YouTube
7713,12413,14,17.0,Robbery,Juice WRLD,4.0,5475336,-10.7%,https://www.youtube.com/watch?v=iI34LYmJ1Fs,2019-03-14,YouTube
7714,12414,15,15.0,Close Friends,Lil Baby & Gunna,23.0,5472208,-15.3%,https://www.youtube.com/watch?v=hhzYbExfVIY,2019-03-14,YouTube
7715,12415,16,19.0,SICKO MODE (feat. Drake),Travis Scott,32.0,5381638,-5.4%,https://www.youtube.com/watch?v=6ONRf7h3Mdk,2019-03-14,YouTube
7716,12416,17,59.0,Down Below,Roddy Ricch,2.0,5273167,74.7%,https://www.youtube.com/watch?v=CJOZc02VwJM,2019-03-14,YouTube
7717,12417,18,22.0,Worth It,YK Osiris,5.0,5200623,3.4%,https://www.youtube.com/watch?v=nPiFfJ0UTqE,2019-03-14,YouTube
7718,12418,19,25.0,Mixed Personalities (feat. Kanye West),YNW Melly,8.0,5195543,11.2%,https://www.youtube.com/watch?v=iFv6BXjnKRU,2019-03-14,YouTube
7719,12419,20,2.0,Sucker,Jonas Brothers,2.0,5143173,-69%,https://www.youtube.com/watch?v=CnAmeh0-E-U,2019-03-14,YouTube
7720,12420,21,72.0,Pure Water,Mustard & Migos,6.0,5128540,106.3%,https://www.youtube.com/watch?v=9hJ8lLNWrM4,2019-03-14,YouTube
7721,12421,22,16.0,Better,Khalid,22.0,5083249,-19.6%,https://www.youtube.com/watch?v=x3bfa3DZ8JM,2019-03-14,YouTube
7722,12422,23,21.0,Drip Too Hard,Lil Baby & Gunna,26.0,5008391,-4.1%,https://www.youtube.com/watch?v=THcVOf1kNh0,2019-03-14,YouTube
7723,12423,24,18.0,Money,Cardi B,21.0,4990918,-13.7%,https://www.youtube.com/watch?v=zUOh09GoQgk,2019-03-14,YouTube
7724,12424,25,27.0,Wow.,Post Malone,12.0,4949573,10.2%,https://www.youtube.com/watch?v=393C3pr2ioY,2019-03-14,YouTube
7725,12425,26,13.0,Going Bad (feat. Drake),Meek Mill,15.0,4745163,-28.3%,https://www.youtube.com/watch?v=S1gp0m4B5p8,2019-03-14,YouTube
7726,12426,27,37.0,Con Calma,Daddy Yankee & Snow,7.0,4706229,18.4%,https://www.youtube.com/watch?v=DiItGE3eAyQ,2019-03-14,YouTube
7727,12427,28,83.0,Pure Cocaine,Lil Baby,15.0,4621199,110.5%,https://www.youtube.com/watch?v=sFIXA0zALWU,2019-03-14,YouTube
7728,12428,29,52.0,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,2.0,4602816,41.8%,https://www.youtube.com/watch?v=r7qovpFAGrQ,2019-03-14,YouTube
7729,12429,30,23.0,Pimpin Ain't Eazy,Kodak Black,3.0,4350938,-9.6%,https://www.youtube.com/watch?v=OE_dwXN_YHI,2019-03-14,YouTube
7730,12430,31,66.0,Saturday Nights REMIX (feat. Kane Brown),Khalid,4.0,4344706,62.3%,https://www.youtube.com/watch?v=5hqK-A0UxKw,2019-03-14,YouTube
7731,12431,32,26.0,Envy Me,Calboy,16.0,4304765,-5.5%,https://www.youtube.com/watch?v=FhPvceQcfzE,2019-03-14,YouTube
7732,12432,33,35.0,Taste (feat. Offset),Tyga,41.0,4221656,3.9%,https://www.youtube.com/watch?v=LjxulQ1bEWg,2019-03-14,YouTube
7733,12433,34,38.0,Sweet but Psycho,Ava Max,11.0,4114429,6.4%,https://www.youtube.com/watch?v=WXBHCQYxwr0,2019-03-14,YouTube
7734,12434,35,45.0,Act Up,City Girls,4.0,4019199,14.4%,https://www.youtube.com/watch?v=F_VsAvS1kuo,2019-03-14,YouTube
7735,12435,36,20.0,Dancing With A Stranger,Sam Smith & Normani,8.0,4012656,-26.7%,https://www.youtube.com/watch?v=av5JD1dfj_c,2019-03-14,YouTube
7736,12436,37,30.0,Wake Up In The Sky,"Gucci Mane, Bruno Mars & Kodak Black",25.0,3993919,-3.4%,https://www.youtube.com/watch?v=U68MJz9DrI4,2019-03-14,YouTube
7737,12437,38,31.0,Eastside,"Benny Blanco, Halsey & Khalid",32.0,3911631,-4.7%,https://www.youtube.com/watch?v=56WBK4ZK_cw,2019-03-14,YouTube
7738,12438,39,28.0,Leave Me Alone,Flipp Dinero,16.0,3838476,-10.5%,https://www.youtube.com/watch?v=9L-pHRITk0g,2019-03-14,YouTube
7739,12439,40,36.0,Taki Taki,DJ Snake,23.0,3836286,-3.8%,https://www.youtube.com/watch?v=ixkoVwKQaJg,2019-03-14,YouTube
7740,12440,41,29.0,bury a friend,Billie Eilish,7.0,3649595,-14.3%,https://www.youtube.com/watch?v=HUHC9tYz8ik,2019-03-14,YouTube
7741,12441,42,32.0,Beautiful Crazy,Luke Combs,26.0,3586247,-12.6%,https://www.youtube.com/watch?v=rItv9i6c7AY,2019-03-14,YouTube
7742,12442,43,40.0,Valuable Pain,YoungBoy Never Broke Again,14.0,3504587,-7.5%,https://www.youtube.com/watch?v=jWu_GqHxmWQ,2019-03-14,YouTube
7743,12443,44,51.0,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,12.0,3483057,3.4%,https://www.youtube.com/watch?v=v-rxFHRTrJc,2019-03-14,YouTube
7744,12444,45,46.0,MOONLIGHT,XXXTENTACION,44.0,3421520,-1.2%,https://www.youtube.com/watch?v=GX8Hg6kWQYI,2019-03-14,YouTube
7745,12445,46,44.0,Mía (feat. Drake),Bad Bunny,22.0,3420445,-3.4%,https://www.youtube.com/watch?v=OSUxrSe5GbI,2019-03-14,YouTube
7746,12446,47,33.0,Look Back At It,A Boogie Wit da Hoodie,11.0,3417855,-16.4%,https://www.youtube.com/watch?v=RWDXD8tAkPo,2019-03-14,YouTube
7747,12447,48,24.0,I,Lil Skies,2.0,3414641,-28.7%,https://www.youtube.com/watch?v=csviQHKDBuk,2019-03-14,YouTube
7748,12448,49,47.0,Trip,Ella Mai,31.0,3379658,-2.2%,https://www.youtube.com/watch?v=W16bk86xIY0,2019-03-14,YouTube
7749,12449,50,39.0,Slime Belief,YoungBoy Never Broke Again,5.0,3377966,-11.7%,https://www.youtube.com/watch?v=U4V47G4Ygg8,2019-03-14,YouTube
7751,12451,52,48.0,Secreto,Anuel AA & Karol G,9.0,3304365,-4.1%,https://www.youtube.com/watch?v=gFZfwWZV074,2019-03-14,YouTube
7752,12452,53,100.0,POP OUT (feat. Lil Tjay),Polo G,7.0,3252900,77.1%,https://www.youtube.com/watch?v=g-uW3I_AtDE,2019-03-14,YouTube
7754,12454,55,55.0,Calma (Remix),"Pedro Capó, Alan Walker & Farruko",11.0,3196930,-0.7%,https://www.youtube.com/watch?v=YS2RmyES-GU,2019-03-14,YouTube
7755,12455,56,43.0,"thank u, next",Ariana Grande,19.0,3099565,-13%,https://www.youtube.com/watch?v=gl1aHhXnN1k,2019-03-14,YouTube
7756,12456,57,41.0,Faucet Failure,Ski Mask the Slump God,11.0,3077326,-14.8%,https://www.youtube.com/watch?v=tbhxSeaiMiU,2019-03-14,YouTube
7757,12457,58,78.0,Aullando,Wisin & Yandel & Romeo Santos,3.0,3020599,27.1%,https://www.youtube.com/watch?v=-n9krkSb-ug,2019-03-14,YouTube
7758,12458,59,54.0,Mama Cry,YNW Melly,4.0,2864615,-11.4%,https://www.youtube.com/watch?v=NGbUsgG_48k,2019-03-14,YouTube
7759,12459,60,61.0,Shotta Flow,NLE Choppa,8.0,2860044,-1.4%,https://www.youtube.com/watch?v=3W0e7aI0gAg,2019-03-14,YouTube
7761,12461,62,63.0,Calling My Spirit,Kodak Black,15.0,2697555,-3%,https://www.youtube.com/watch?v=ppSY98RGyBU,2019-03-14,YouTube
7762,12462,63,64.0,You,Jacquees,16.0,2660882,-3.9%,https://www.youtube.com/watch?v=-PLCJqiKbjw,2019-03-14,YouTube
7763,12463,64,56.0,Ella Quiere Beber (Remix) (feat. Romeo Santos),Anuel AA,17.0,2594617,-17.8%,https://www.youtube.com/watch?v=0w3XwPVxcsw,2019-03-14,YouTube
7764,12464,65,70.0,Nunca Es Suficiente (feat. Natalia Lafourcade),Los Ángeles Azules,13.0,2594475,-2.3%,https://www.youtube.com/watch?v=k76BgIb89-s,2019-03-14,YouTube
7765,12465,66,57.0,Every Season,Roddy Ricch,15.0,2578747,-18%,https://www.youtube.com/watch?v=jd-VdQNRUHs,2019-03-14,YouTube
7766,12466,67,50.0,Wish You Were Gay,Billie Eilish,2.0,2548181,-25.5%,https://www.youtube.com/watch?v=yaJx0Gj_LCY,2019-03-14,YouTube
7769,12469,70,73.0,That's On Me (Remix),Yella Beezy,19.0,2488339,1.2%,https://www.youtube.com/watch?v=s8QSTerhk8E,2019-03-14,YouTube
7770,12470,71,75.0,Shot Clock,Ella Mai,8.0,2485972,3.7%,https://www.youtube.com/watch?v=T4kAYIC5Xzo,2019-03-14,YouTube
7771,12471,72,74.0,Shotta Flow 2,NLE Choppa,4.0,2390630,-1.7%,https://www.youtube.com/watch?v=_Pnam7Fg5jQ,2019-03-14,YouTube
7773,12473,74,77.0,I Came Thru,YoungBoy Never Broke Again,12.0,2262479,-5.3%,https://www.youtube.com/watch?v=ElPBcBgGtnU,2019-03-14,YouTube
7776,12476,77,58.0,Racks In The Middle (feat. Roddy Ricch & Hit-Boy),Nipsey Hussle,2.0,2180230,-28.2%,https://www.youtube.com/watch?v=PAcGg_4KKYs,2019-03-14,YouTube
7778,12478,79,87.0,Cross Me (feat. Lil Baby & Plies),YoungBoy Never Broke Again,10.0,2093007,2.2%,https://www.youtube.com/watch?v=R9AbSCpbKxA,2019-03-14,YouTube
7779,12479,80,85.0,Bleed It,Blueface,9.0,2091368,-2.4%,https://www.youtube.com/watch?v=C934VEPOD5Y,2019-03-14,YouTube
7780,12480,81,91.0,Be Alright,Dean Lewis,7.0,2009308,0.5%,https://www.youtube.com/watch?v=I0czvJ_jikg,2019-03-14,YouTube
7782,12482,83,79.0,No Te Contaron Mal,Christian Nodal,5.0,1990579,-15.6%,https://www.youtube.com/watch?v=CnuoXtaX8q0,2019-03-14,YouTube
7783,12483,84,95.0,A Través Del Vaso,Banda Los Sebastianes,13.0,1951503,1.2%,https://www.youtube.com/watch?v=0E7KbIy0cIA,2019-03-14,YouTube
7784,12484,85,82.0,Armed And Dangerous,Juice WRLD,18.0,1921315,-14%,https://www.youtube.com/watch?v=cr82wSBZeeQ,2019-03-14,YouTube
7785,12485,86,89.0,She Got the Best of Me,Luke Combs,17.0,1908629,-5.6%,https://www.youtube.com/watch?v=a2a9fgPI_PI,2019-03-14,YouTube
7786,12486,87,94.0,Errybody  (Remix),MO3 & Boosie Badazz,6.0,1882637,-2.7%,https://www.youtube.com/watch?v=9_O6gPcRsEs,2019-03-14,YouTube
7787,12487,88,62.0,Be Like Me (feat. Lil Wayne),Lil Pump,3.0,1822830,-36%,https://www.youtube.com/watch?v=gJRGkvNqrY4,2019-03-14,YouTube
7788,12488,89,92.0,Roses (feat. Brendon Urie),Benny Blanco & Juice WRLD,13.0,1814008,-8.6%,https://www.youtube.com/watch?v=S_1MXllHWMQ,2019-03-14,YouTube
7789,12489,90,53.0,3 Headed Snake (feat. Young Thug),Gunna,2.0,1803858,-44.3%,https://www.youtube.com/watch?v=0kbOaQOxiQU,2019-03-14,YouTube
7791,12491,92,76.0,Thotiana (Remix),Young M.A,3.0,1756372,-26.5%,https://www.youtube.com/watch?v=VD88Eo9w-Eg,2019-03-14,YouTube
7794,12494,95,90.0,Gangsta Fever,YoungBoy Never Broke Again,5.0,1715464,-15%,https://www.youtube.com/watch?v=5yzHO1Kc_n8,2019-03-14,YouTube
7798,12498,99,98.0,Sigo Chambeando,Fuerza Regida,7.0,1687048,-10.2%,https://www.youtube.com/watch?v=C-uICquhs04,2019-03-14,YouTube
7800,12300,1,2.0,Murder On My Mind,YNW Melly,31.0,13257762,3.6%,https://www.youtube.com/watch?v=hqDinxaPUK4,2019-03-21,YouTube
7801,12301,2,3.0,Thotiana (feat. Cardi B),Blueface,12.0,12883457,2.6%,https://www.youtube.com/watch?v=V6EpIABAKKo,2019-03-21,YouTube
7802,12302,3,4.0,Sunflower,Post Malone & Swae Lee,22.0,11919592,0.4%,https://www.youtube.com/watch?v=ApXoWvfEYVU,2019-03-21,YouTube
7803,12303,4,7.0,Put a Date On It (feat. Lil Baby),Yo Gotti,8.0,10574945,26.1%,https://www.youtube.com/watch?v=1PnHB4sLqew,2019-03-21,YouTube
7804,12304,5,5.0,7 rings,Ariana Grande,9.0,9644514,5%,https://www.youtube.com/watch?v=QYh6mYIJG2Y,2019-03-21,YouTube
7805,12305,6,10.0,Happier (feat. Bastille),Marshmello,27.0,8067954,15.7%,https://www.youtube.com/watch?v=m7Bc3pLyij0,2019-03-21,YouTube
7806,12306,7,1.0,Please Me,Cardi B & Bruno Mars,5.0,7539595,-50.5%,https://www.youtube.com/watch?v=3y-O-4IL-PU,2019-03-21,YouTube
7807,12307,8,25.0,Wow.,Post Malone,13.0,7333942,48.2%,https://www.youtube.com/watch?v=393C3pr2ioY,2019-03-21,YouTube
7808,12308,9,9.0,Without Me,Halsey,24.0,7287044,-0.7%,https://www.youtube.com/watch?v=ZAfAud_M_mg,2019-03-21,YouTube
7809,12309,10,6.0,MIDDLE CHILD,J. Cole,8.0,7234754,-15.3%,https://www.youtube.com/watch?v=e8CLsYzE5wk,2019-03-21,YouTube
7810,12310,11,28.0,Pure Cocaine,Lil Baby,16.0,6903637,49.4%,https://www.youtube.com/watch?v=sFIXA0zALWU,2019-03-21,YouTube
7811,12311,12,8.0,a lot (feat. J. Cole),21 Savage,13.0,6853322,-14.1%,https://www.youtube.com/watch?v=DmWWqogr_r8,2019-03-21,YouTube
7813,12313,14,11.0,Girls Like You (feat. Cardi B),Maroon 5,43.0,6432242,-5.5%,https://www.youtube.com/watch?v=aJOTlE1K90k,2019-03-21,YouTube
7814,12314,15,14.0,Robbery,Juice WRLD,5.0,6311163,15.3%,https://www.youtube.com/watch?v=iI34LYmJ1Fs,2019-03-21,YouTube
7815,12315,16,26.0,Going Bad (feat. Drake),Meek Mill,16.0,6233017,31.4%,https://www.youtube.com/watch?v=S1gp0m4B5p8,2019-03-21,YouTube
7816,12316,17,21.0,Pure Water,Mustard & Migos,7.0,6187507,20.6%,https://www.youtube.com/watch?v=9hJ8lLNWrM4,2019-03-21,YouTube
7817,12317,18,15.0,Close Friends,Lil Baby & Gunna,24.0,5915829,8.1%,https://www.youtube.com/watch?v=hhzYbExfVIY,2019-03-21,YouTube
7818,12318,19,31.0,Saturday Nights REMIX (feat. Kane Brown),Khalid,5.0,5800964,33.5%,https://www.youtube.com/watch?v=5hqK-A0UxKw,2019-03-21,YouTube
7819,12319,20,29.0,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,3.0,5589342,21.4%,https://www.youtube.com/watch?v=r7qovpFAGrQ,2019-03-21,YouTube
7820,12320,21,12.0,"break up with your girlfriend, i'm bored",Ariana Grande,6.0,5531656,-10.9%,https://www.youtube.com/watch?v=LH4Y1ZUUx2g,2019-03-21,YouTube
7821,12321,22,17.0,Down Below,Roddy Ricch,3.0,5527822,4.8%,https://www.youtube.com/watch?v=CJOZc02VwJM,2019-03-21,YouTube
7822,12322,23,13.0,Shallow,Lady Gaga & Bradley Cooper,25.0,5490272,-8.1%,https://www.youtube.com/watch?v=bo_efYhYU2A,2019-03-21,YouTube
7823,12323,24,18.0,Worth It,YK Osiris,6.0,5465752,5.1%,https://www.youtube.com/watch?v=nPiFfJ0UTqE,2019-03-21,YouTube
7824,12324,25,19.0,Mixed Personalities (feat. Kanye West),YNW Melly,9.0,5428786,4.5%,https://www.youtube.com/watch?v=iFv6BXjnKRU,2019-03-21,YouTube
7825,12325,26,22.0,Better,Khalid,23.0,5339159,5%,https://www.youtube.com/watch?v=x3bfa3DZ8JM,2019-03-21,YouTube
